busId,timestamp,latitude,longitude,speed
BUS02,2025-03-25T08:44:00,40,422482,-3,693700,14,98
BUS02,2025-03-25T08:45:00,40,425938,-3,698344,0,00
BUS02,2025-03-25T08:46:00,40,420952,-3,691422,29,65
BUS02,2025-03-25T08:47:00,40,424143,-3,698738,46,23
BUS02,2025-03-25T08:48:00,40,423092,-3,696969,49,08
BUS02,2025-03-25T08:49:00,40,425238,-3,690995,10,72
BUS02,2025-03-25T08:50:00,40,420039,-3,699908,7,89
BUS02,2025-03-25T08:51:00,40,423693,-3,691765,31,74
BUS02,2025-03-25T08:52:00,40,426798,-3,690334,34,37
BUS02,2025-03-25T08:53:00,40,425716,-3,700025,14,67
BUS02,2025-03-25T08:54:00,40,419106,-3,695336,32,14
BUS02,2025-03-25T08:55:00,40,422154,-3,698498,12,47
BUS02,2025-03-25T08:56:00,40,422327,-3,693509,23,05
BUS02,2025-03-25T08:57:00,40,422145,-3,696466,49,19
BUS02,2025-03-25T08:58:00,40,426439,-3,690993,44,77
BUS02,2025-03-25T08:59:00,40,423816,-3,693647,11,64
BUS03,2025-03-25T08:00:00,40,424623,-3,693334,14,11
BUS03,2025-03-25T08:01:00,40,421402,-3,696221,40,11
BUS03,2025-03-25T08:02:00,40,422992,-3,701782,11,63
BUS03,2025-03-25T08:03:00,40,424622,-3,696462,41,50
BUS03,2025-03-25T08:04:00,40,419732,-3,700777,31,70
BUS03,2025-03-25T08:05:00,40,420465,-3,700462,2,28
BUS03,2025-03-25T08:06:00,40,418422,-3,701544,28,92
BUS03,2025-03-25T08:07:00,40,417983,-3,700505,27,64
BUS03,2025-03-25T08:08:00,40,418501,-3,696325,21,06
BUS03,2025-03-25T08:09:00,40,420997,-3,698988,31,28
BUS03,2025-03-25T08:10:00,40,419573,-3,699039,18,26
BUS03,2025-03-25T08:11:00,40,417726,-3,694922,21,28
BUS03,2025-03-25T08:12:00,40,424966,-3,699251,13,07
BUS03,2025-03-25T08:13:00,40,419699,-3,701667,43,12
BUS03,2025-03-25T08:14:00,40,420227,-3,694691,26,74
BUS03,2025-03-25T08:15:00,40,426865,-3,699939,31,37
BUS03,2025-03-25T08:16:00,40,424703,-3,695117,20,00
BUS03,2025-03-25T08:17:00,40,418315,-3,697596,34,55
BUS03,2025-03-25T08:18:00,40,424597,-3,692396,0,00
BUS03,2025-03-25T08:19:00,40,424821,-3,698748,14,02
BUS03,2025-03-25T08:20:00,40,422232,-3,692652,7,77
BUS03,2025-03-25T08:21:00,40,422161,-3,695167,0,00
BUS03,2025-03-25T08:22:00,40,425131,-3,702280,0,00
BUS03,2025-03-25T08:23:00,40,420046,-3,700166,0,00
BUS03,2025-03-25T08:24:00,40,420009,-3,700535,19,77
BUS03,2025-03-25T08:25:00,40,425089,-3,701659,13,70
BUS03,2025-03-25T08:26:00,40,422510,-3,697791,2,94
BUS03,2025-03-25T08:27:00,40,418504,-3,700546,12,40
BUS03,2025-03-25T08:28:00,40,421008,-3,695480,5,64
BUS03,2025-03-25T08:29:00,40,417446,-3,694177,35,72
BUS03,2025-03-25T08:30:00,40,424952,-3,701876,18,12
BUS03,2025-03-25T08:31:00,40,421285,-3,694373,33,34
BUS03,2025-03-25T08:32:00,40,420863,-3,693910,36,23
BUS03,2025-03-25T08:33:00,40,421824,-3,701826,32,96
BUS03,2025-03-25T08:34:00,40,426851,-3,696090,33,94
BUS03,2025-03-25T08:35:00,40,422591,-3,694302,3,12
BUS03,2025-03-25T08:36:00,40,419963,-3,697428,49,65
BUS03,2025-03-25T08:37:00,40,420352,-3,696416,47,88
BUS03,2025-03-25T08:38:00,40,422018,-3,698482,0,00
BUS03,2025-03-25T08:39:00,40,422688,-3,694736,40,43
BUS03,2025-03-25T08:40:00,40,417428,-3,697040,36,47
BUS03,2025-03-25T08:41:00,40,421630,-3,696572,22,16
BUS03,2025-03-25T08:42:00,40,419489,-3,695742,0,00
BUS03,2025-03-25T08:43:00,40,420446,-3,694770,33,81
BUS03,2025-03-25T08:44:00,40,425188,-3,694210,31,88
BUS03,2025-03-25T08:45:00,40,418981,-3,700457,2,93
BUS03,2025-03-25T08:46:00,40,422909,-3,699345,47,93
BUS03,2025-03-25T08:47:00,40,421178,-3,693479,43,22
BUS03,2025-03-25T08:48:00,40,420608,-3,693789,4,26
BUS03,2025-03-25T08:49:00,40,426365,-3,693007,23,78
BUS03,2025-03-25T08:50:00,40,425857,-3,694189,8,86
BUS03,2025-03-25T08:51:00,40,420957,-3,700102,14,40
BUS03,2025-03-25T08:52:00,40,417221,-3,699080,33,57
BUS03,2025-03-25T08:53:00,40,417625,-3,700015,6,93
BUS03,2025-03-25T08:54:00,40,417477,-3,693329,3,09
BUS03,2025-03-25T08:55:00,40,426642,-3,696185,2,95
BUS03,2025-03-25T08:56:00,40,424974,-3,698783,38,90
BUS03,2025-03-25T08:57:00,40,426449,-3,702315,0,00
BUS03,2025-03-25T08:58:00,40,425693,-3,697342,43,49
BUS03,2025-03-25T08:59:00,40,417613,-3,702246,7,76
